index,type,author,content,ip,time,sentiment,stock_target
719,1419,PUSH,long9487,必應好扯,,06/07 10:07,neutral,null
720,1420,ARROW,dosiris,早知道剛剛撿一張緯創,,06/07 10:07,positive,緯創
721,1421,PUSH,Nick0907,金雞衝一個讓我爽爽,,06/07 10:07,neutral,null
722,1422,ARROW,YU1225,國泰金會漲到6字頭拉 你有解套機會,,06/07 10:07,positive,國泰金
723,1423,ARROW,Crushredkiss,拉了16天 空蛙都快吐了吧,,06/07 10:07,negative,null
724,1424,ARROW,goodjop,有阿 昨晚有新空蛙 讚讚 兇的咧,,06/07 10:07,positive,null
725,1425,ARROW,peace1way,營邦沒人玩，沖沖大戶要拉就拉，好爽,,06/07 10:07,positive,營邦(2723)
726,1426,PUSH,answerone,你各位散裝、航運，ABF全部出清換正二，不要鐵齒,,06/07 10:07,negative,散裝、航運、ABF
727,1427,PUSH,siriuslee,緯創不死多頭不止,,06/07 10:07,positive,緯創
728,1428,ARROW,Crushredkiss,整整把空軍定在空中快一個月,,06/07 10:07,negative,null
729,1429,PUSH,agvnol,歐印正二，財富自由,,06/07 10:07,neutral,null
730,1430,PUSH,barry841120,瘋狗流 瘋起來,,06/07 10:07,neutral,null
731,1431,ARROW,joe2,拉到你   不敢置信!   拉到你  哭天喊地!!!!!,,06/07 10:07,negative,null
732,1432,PUSH,ethan0419,剛剛加了一口多單壓一下大盤XD,,06/07 10:07,positive,Market
733,1433,ARROW,frankie30432,指數第一根突破區間小股回檔就說要買了現在很難買,,06/07 10:07,negative,Market
734,1434,ARROW,ceruti,緯哥調皮,,06/07 10:07,neutral,null
735,1435,PUSH,ak007,https://i.imgur.com/Fy7iiTp.jpg,,06/07 10:07,neutral,null
736,1436,BOO,ginger,怎麼噴成這樣啦,,06/07 10:07,negative,null
737,1437,ARROW,b9513227,第一店33% 好猛喔,,06/07 10:07,positive,第一店
738,1438,BOO,sosank,16287空單續抱,,06/07 10:07,negative,16287
739,1439,ARROW,goodjop,新進空蛙 都從新高開始空 沒在怕的,,06/07 10:08,negative,null
740,1440,ARROW,ak007,庫存一直噴  嘻嘻～收盤再來吃好吃的鰻魚飯,,06/07 10:08,positive,null
741,1441,PUSH,guowei616,萬6就賺翻了 ETF和10年線買的個股輪漲 到底怎麼輸,,06/07 10:08,positive,Market
742,1442,PUSH,apolloapollo,太噴了吧,,06/07 10:08,negative,null
743,1443,ARROW,joe2,你越不相信   就越會漲!!,,06/07 10:08,positive,null
744,1444,PUSH,simo520,康舒去47待命吧,,06/07 10:08,neutral,康舒
745,1445,ARROW,peace1way,緯創71上面滿滿的短線跟單客，要上也沒這麼簡單啦,,06/07 10:08,negative,緯創71
746,1446,PUSH,qoo60218,沉聾作天空聯發科，真好又有高點空,,06/07 10:08,negative,聯發科 (股票代號: 2454)
747,1447,PUSH,shreka,zackro 6804我還持有啊 跟著ptt買的,,06/07 10:08,neutral,6804
748,1448,PUSH,DDDDRR,三陽不一樣阿 過不了前高,,06/07 10:08,negative,三陽
749,1449,PUSH,apilove,gaming 電供的營收應該很嚇人10年一遇的暗黑裝機量,,06/07 10:08,negative,gaming 電供
750,1450,PUSH,a70327cow,56國泰 均價攤平壓到49.7以下吧 現在連45.5都穩不,,06/07 10:08,negative,國泰金
751,1451,ARROW,call5566me,大哥大姐  我賣完又噴了  氣死y,,06/07 10:08,negative,null
752,1452,ARROW,guilty13,閒聊看看就好啦 每天都是那種一根出來就在講的,,06/07 10:08,neutral,null
753,1453,ARROW,a70327cow,住,,06/07 10:08,neutral,null
754,1454,ARROW,joe2,老蘇：哩五探吉謀啦!!!!,,06/07 10:08,positive,null
755,1455,BOO,askaa,"===哥~只買台&納正二,傻空審判日到來,爹咧嘻嘻嘻===",,06/07 10:08,negative,台&納正二
756,1456,ARROW,pttstock,大家快去買房吧 股市熱 房市更熱 :),,06/07 10:08,positive,null
757,1457,PUSH,overkiller,還能漲喔 也太扯了.....,,06/07 10:08,negative,null
758,1458,PUSH,tomdavis,聾割 堂堂空軍 堅持放空 永遠空在最高點!,,06/07 10:08,negative,null
759,1459,PUSH,littenVenus,https://i.imgur.com/hLngbLV.gif,,06/07 10:08,neutral,null
760,1460,ARROW,askaa,========傻空真的別再怨，當作在繳智商稅。========,,06/07 10:09,negative,null
761,1461,ARROW,guowei616,又有一個叫人100出清正2的id認錯了 我解除你黑單,,06/07 10:09,negative,
762,1462,PUSH,cruel3535,康舒特價中,,06/07 10:09,positive,康舒特
763,1463,ARROW,guilty13,你看6191這種的 有誰在講? 因為根本就不需要,,06/07 10:09,neutral,6191
764,1464,ARROW,askaa,========每天都有高點空，一直摸頭錢很多。========,,06/07 10:09,negative,null
765,1465,PUSH,kinki999,好樂迪～,,06/07 10:09,neutral,null
766,1466,ARROW,call5566me,這拉法  本周要萬7逆,,06/07 10:09,neutral,null
767,1467,BOO,a331330,A33預告在前！嘎上萬七！正二金融56美債！,,06/07 10:09,positive,A33
768,1468,ARROW,askaa,========整天檢舉累不累，公園記得蓋棉被。========,,06/07 10:09,neutral,null
769,1469,BOO,Crushredkiss,看來這禮拜之後就看不到a33了QQ 要萬七了QQ,,06/07 10:09,negative,null
770,1470,PUSH,frankie30432,6191的兒子還躺著沒人要,,06/07 10:09,negative,6191
771,1471,ARROW,guowei616,還有3個id沒認錯 再騙叫人出清正2我就公佈id,,06/07 10:09,negative,
772,1472,PUSH,tzjjkonuj,https://i.imgur.com/WyYC81u.jpg 準備漲車用,,06/07 10:09,positive,null
773,1473,ARROW,askaa,========看燈號，隨風倒，你說好笑不好笑?=========,,06/07 10:09,neutral,null
774,1474,ARROW,joe2,老蘇：萬六  萬七  輕☆鬆☆過,,06/07 10:10,positive,萬六、萬七
775,1475,ARROW,call5566me,你黑單還看的到認錯也是很厲害,,06/07 10:10,negative,null
776,1476,ARROW,Leo4891,噴成這樣 真的要上萬七了,,06/07 10:10,negative,null
777,1477,ARROW,guilty13,這種的 才是股市正港老馬 才是老屁股在玩的型態,,06/07 10:10,positive,null
778,1478,ARROW,a70327cow,開花乙特到底什麼妖術,,06/07 10:10,neutral,null
779,1479,ARROW,goodjop,我好想看你記得ID喔XD,,06/07 10:10,neutral,null
780,1480,ARROW,askaa,========買完沒事爬文笑，現金多到你嚇到。========,,06/07 10:10,positive,null
781,1481,PUSH,sofina426,為什麼只有我的持股是綠的 嗚嗚,,06/07 10:10,negative,null
782,1482,PUSH,huabandd,今天漲真多,,06/07 10:10,positive,Market
783,1483,PUSH,zackro,shreka 6804我是撈腳踏車看他基本面很好買的，只是,,06/07 10:10,positive,shreka 6804
784,1484,ARROW,tomdavis,https://i.imgur.com/sLUBAmQ.gif 聾割會員!,,06/07 10:10,neutral,null
785,1485,ARROW,pttstock,夭壽骨 50反快下市了 快99它 !!!,,06/07 10:10,negative,夭壽骨
786,1486,ARROW,zackro,從79抱下來有點信心動搖,,06/07 10:10,negative,null
787,1487,ARROW,askaa,========無腦正二已來到，帳戶數字嚇嚇叫。========,,06/07 10:10,neutral,null
788,1488,ARROW,a79111010,易飛網真的天天飛,,06/07 10:10,neutral,null
789,1489,ARROW,joe2,藍買笑  藍燈買股☆現在☆真的在大笑,,06/07 10:10,positive,null
790,1490,ARROW,askaa,=====井底空蛙，叫你不要動還動，天兵阿??蛤??=====,,06/07 10:10,negative,null
791,1491,PUSH,max220,話說0056這次沒排掉光頭全 算是利多嗎,,06/07 10:10,positive,0056
792,1492,ARROW,a331330,日月光105抄底！真的好舒服喔,,06/07 10:10,positive,日月光
793,1493,PUSH,abc0922001,怎麼還在漲= =,,06/07 10:10,negative,null
794,1494,PUSH,ImCPM,穩套噴噴 財報狗真的有料,,06/07 10:10,positive,null
795,1495,BOO,yu7038,萬七只是地板...快上車,,06/07 10:10,positive,null
796,1496,PUSH,yumin88889,協尋憨空,,06/07 10:11,neutral,憨空
797,1497,PUSH,simo520,3017別漲了呀,,06/07 10:11,negative,3017
798,1498,PUSH,Dia149,記得那些叫你記得哪些id的人,,06/07 10:11,neutral,null
799,1499,PUSH,shreka,gu大4714怎麼看 其他集團兄弟都沒動,,06/07 10:11,neutral,gu大4714
800,1500,ARROW,Leo4891,外資一直買 還要做空 龍割逆勢操作要證明自己技術,,06/07 10:11,negative,null
801,1501,PUSH,ivanlsag,3663繼續,,06/07 10:11,neutral,3663
802,1502,ARROW,frankie30432,焦屍夫怎是牛的在漲 妖的在盤,,06/07 10:11,neutral,null
803,1503,PUSH,ak007,欸 我日月光這次也是買105欸 握手,,06/07 10:11,positive,105
804,1504,ARROW,joe2,以後台股區間   萬七---------------兩萬,,06/07 10:11,neutral,null
805,1505,ARROW,Leo4891,一流,,06/07 10:11,positive,null
806,1506,ARROW,Crushredkiss,嘎尾看大盤真的準..,,06/07 10:11,positive,Market
807,1507,PUSH,chalon,救命R~~~~~~~~~~~~~~~~~~~~~~~~~,,06/07 10:11,negative,null
808,1508,ARROW,blue1204,GAGA洗阿洗,,06/07 10:11,neutral,null
809,1509,ARROW,guilty13,6191 5469 人家都賺這種的 誰在管你一天幾趴,,06/07 10:11,neutral,null
810,1510,PUSH,call5566me,只剩我的恥骨是綠的嗎,,06/07 10:11,negative,null
811,1511,BOO,zaqqaz,必應...必硬~有求 持股 必硬 ^^,,06/07 10:11,positive,null
812,1512,PUSH,iceman321,華擎剛剛一個火力展現,,06/07 10:11,positive,華擎
813,1513,ARROW,joe2,你孫子： 阿公~~ 你當初買在台股萬六喔!!?  好厲害!,,06/07 10:11,neutral,null
814,1514,PUSH,baka1412,藍買笑,,06/07 10:11,neutral,null
815,1515,PUSH,monster104,緯創感覺還有油？,,06/07 10:11,neutral,緯創
816,1516,ARROW,nyyjeter8,今天這盤 一定都賺爛了 各種噴,,06/07 10:11,positive,Market
817,1517,ARROW,shreka,zackro 6804少賺一半了 沒量拉上去 又下來,,06/07 10:11,negative,6804
818,1518,PUSH,free770327,技嘉鐵塔,,06/07 10:12,neutral,技嘉鐵塔
819,1519,ARROW,Leo4891,老蘇大盤看準有啥用 又沒買正二,,06/07 10:12,negative,Market
820,1520,ARROW,chalon,早上買明太子被套啦~~~~~,,06/07 10:12,negative,null
821,1521,ARROW,yu7038,陳媽媽又贏了,,06/07 10:12,positive,null
822,1522,PUSH,f204137,寬宏蹲半年也+48%... 能不能多a一點,,06/07 10:12,positive,寬宏(KY)
823,1523,BOO,stanleyplus,噴滿臉阿 還有人賠錢嗎 還有空軍嗎,,06/07 10:12,negative,null
824,1524,PUSH,siopp,這盤每天睡醒數錢,,06/07 10:12,positive,null
825,1525,PUSH,zesonpso,這量都跑去其他地方了,,06/07 10:12,neutral,null
826,1526,PUSH,neoa01,夭壽 紅通通的，有人沒賺錢的嗎,,06/07 10:12,negative,null
827,1527,ARROW,chalon,2383...+~老師今天要多大聲?,,06/07 10:12,neutral,2383
828,1528,PUSH,brainpowered,華航加油好嗎？,,06/07 10:12,neutral,華航
829,1529,PUSH,frank0810,3052漲兩天就會烙賽好幾天 到時候再撿就好,,06/07 10:12,negative,3052
830,1530,PUSH,alex5566,萬三放空驕傲一輩子~龍哥即將萬七放空能驕傲幾輩子,,06/07 10:12,negative,null
831,1531,ARROW,goodjop,這樣下去要16900了捏,,06/07 10:12,negative,Market
832,1532,ARROW,Crushredkiss,真的一個空軍都看不到了..灰飛煙滅..,,06/07 10:12,negative,null
833,1533,ARROW,ak007,有啊 我空南電 幾乎每天空南電 好刷額度,,06/07 10:12,negative,南電
834,1534,ARROW,zesonpso,電子量 卡幾乎全部,,06/07 10:12,negative,null
835,1535,ARROW,guilty13,4714是不是上曜集團的吧~ 這隻我沒啥想法,,06/07 10:12,neutral,4714
836,1536,ARROW,stanleyplus,漲到你心慌 上看2萬 傻多跟上,,06/07 10:12,positive,null
837,1537,PUSH,a052612565,看萬七惹吧,,06/07 10:13,neutral,萬七
838,1538,ARROW,call5566me,今天ai死了喔,,06/07 10:13,negative,null
839,1539,PUSH,ethan0419,上不去了吼,,06/07 10:13,negative,null
840,1540,ARROW,z7956234,傻多又舒服了，傻空人在哪,,06/07 10:13,negative,null
841,1541,ARROW,Leo4891,ai伺服器還是繼續噴阿,,06/07 10:13,negative,null
842,1542,PUSH,pttstock,鬆哥 今天咖啡廳又沒妹子了???,,06/07 10:13,neutral,null
843,1543,PUSH,scum5566,AI散熱還在噴啊,,06/07 10:13,neutral,null
844,1544,ARROW,ak007,南電又軟 它偶而才硬那麼一天 你就算被尬 一定跑得,,06/07 10:13,negative,南電
845,1545,ARROW,guilty13,阿這種型態的股票 就是蹲阿 蹲到人家看上眼就炒了,,06/07 10:13,negative,null
846,1546,PUSH,zackro,sherka 6804我再等等看吧，新聞也說5月出貨遞延，給,,06/07 10:13,neutral,sherka 6804
847,1547,BOO,zaqqaz,營邦...贏邦~讓 持股 硬邦邦 ^^,,06/07 10:13,positive,null
848,1548,PUSH,guowei616,正2跳空上100那天一堆人喊出清 我說要加碼還被酸,,06/07 10:13,negative,null
849,1549,ARROW,ak007,掉啦,,06/07 10:13,negative,null
850,1550,PUSH,max220,寬宏那時39買 45就出了 沒抱住 可惜了,,06/07 10:14,negative,寬宏(KY)
851,1551,ARROW,zackro,他個機會…,,06/07 10:14,negative,null
852,1552,PUSH,niceshine,3653 健策默默的又要創高了,,06/07 10:14,positive,3653
853,1553,BOO,sosank,要下山了 空軍放鞭炮,,06/07 10:14,negative,null
854,1554,PUSH,game36919,空五口大台，也不會賠到哪裡去,,06/07 10:14,positive,Market
855,1555,PUSH,tigger09cow,精英要買要快喔,,06/07 10:14,positive,null
856,1556,PUSH,Nick0907,金雞別再混了,,06/07 10:14,negative,null
857,1557,PUSH,joeboy,雞排再噴啥 好扯==,,06/07 10:14,negative,null
858,1558,ARROW,Crushredkiss,我正2抱到122也出了 哭死了,,06/07 10:14,negative,null
859,1559,PUSH,shreka,gu大 沒錯是上曜的,,06/07 10:14,neutral,null
860,1560,ARROW,call5566me,腰骨資通今天在地上滾,,06/07 10:14,negative,腰骨資通
861,1561,ARROW,Leo4891,abf真的爛 不像伺服器 散熱已經創高,,06/07 10:14,negative,null
862,1562,PUSH,abc0922001,上100那天就算沒出清，上禮拜連續上漲絕對也會出清,,06/07 10:15,negative,null
863,1563,PUSH,ibetitisnot,精英空軍又贏了,,06/07 10:15,positive,null
864,1564,ARROW,goodjop,122大概就是 GG531的時候,,06/07 10:15,neutral,null
865,1565,PUSH,WADE0616,4138 快噴呀~,,06/07 10:15,positive,4138
866,1566,PUSH,zesonpso,今天咖啡廳 人走茶涼阿,,06/07 10:15,neutral,null
867,1567,PUSH,jim82124,斷氣...,,06/07 10:15,negative,null
868,1568,ARROW,ptrpan,該出貨的在猶豫,,06/07 10:15,neutral,null
869,1569,PUSH,free770327,緯創衝一下吧 別被看沒有,,06/07 10:15,neutral,緯創
870,1570,PUSH,std410301,恥股廢到笑,,06/07 10:15,negative,null
871,1571,ARROW,ak007,Ai金像電蠻噴的啊 只是嘉偉過來舔 最近開始盤ccc,,06/07 10:15,neutral,null
872,1572,ARROW,shreka,zackro 不知道他要擴廠私募有無影響,,06/07 10:15,neutral,null
873,1573,PUSH,sisishi,99波若威，沒跟上啊！,,06/07 10:15,negative,99波若威
874,1574,PUSH,kobebird,3025再來啊,,06/07 10:15,neutral,3025
875,1575,ARROW,z50502,技嘉AAAA,,06/07 10:15,neutral,技嘉AAAA
876,1576,PUSH,scum5566,4979好強，都不回檔的,,06/07 10:15,positive,4979
877,1577,ARROW,zesonpso,崩跌 也沒人  暴漲也沒人  這群散戶很難伺候,,06/07 10:15,negative,null
878,1578,ARROW,Crushredkiss,賺了30幾以為夠了 後面又30幾,,06/07 10:15,negative,null
879,1579,PUSH,overkiller,空軍的草都已經長很高了 一直反覆被拖出來鞭屍 好慘,,06/07 10:15,negative,
880,1580,ARROW,blue1204,世芯果然太早賣了QQ,,06/07 10:16,negative,世芯
881,1581,PUSH,SeaForest,飛機可憐啊,,06/07 10:16,neutral,null
882,1582,ARROW,Leo4891,大盤噴 航運繼續死魚 利害了,,06/07 10:16,negative,Market
883,1583,PUSH,ajkofqq,投資長的五夠強真的很強  佛心來的  :),,06/07 10:16,positive,null
884,1584,PUSH,max220,物流車39打王中~,,06/07 10:16,neutral,null
885,1585,PUSH,archiu888,三陽會連續兩天A完V回去嗎,,06/07 10:16,neutral,三陽
886,1586,PUSH,dosiris,現在再撿幾張正二也可以吧,,06/07 10:16,positive,null
887,1587,ARROW,goodjop,那時候 沒突破 趨勢不明 很難拉,,06/07 10:16,negative,null
888,1588,PUSH,BHooo,好無聊,,06/07 10:16,negative,null
889,1589,ARROW,std410301,倉和爛的跟什麼一樣,,06/07 10:16,negative,null
890,1590,PUSH,gtaped05550,飛機最近都開高走低 沒人討論啦？,,06/07 10:16,neutral,null
891,1591,ARROW,ptrpan,緯創不可能衝的~,,06/07 10:16,negative,緯創
892,1592,ARROW,jalai,3661 硬了,,06/07 10:16,positive,3661
893,1593,ARROW,goodjop,那時候有賺不想賭的 就先走了,,06/07 10:16,negative,null
894,1594,PUSH,zackro,shreka 可轉債訂價完不想拉了吧？我也不是看很懂，,,06/07 10:17,neutral,shreka
895,1595,PUSH,andy3391,6282 掛47 20張不知道買不買的到,,06/07 10:17,neutral,6282
896,1596,PUSH,Kappa,正2早晚上500 不懂都在100多的低點做啥波段,,06/07 10:17,negative,null
897,1597,ARROW,zackro,有個分點主力成本72，看起來他最近也沒大動作,,06/07 10:17,neutral,null
898,1598,PUSH,sussj,日本開始倒，台股最後一勃了嗎？,,06/07 10:17,negative,Market
899,1599,ARROW,ajkofqq,GG今年超漲了別買正二吧  修正跌很快,,06/07 10:17,negative,GG
900,1600,PUSH,smbtomas,拉到最高再空！,,06/07 10:17,negative,null
901,1601,BOO,YesNoter,包子也太慘15站不穩,,06/07 10:17,negative,
902,1602,PUSH,ZunYin,鰻魚這幾天都好硬，該噴了吧,,06/07 10:17,negative,null
903,1603,PUSH,Lukaku,技嘉上看多少,,06/07 10:17,neutral,技嘉
904,1604,PUSH,TP62842UL3,技嘉買在223求解,,06/07 10:17,positive,技嘉股份有限公司 (2376)
905,1605,PUSH,jubihu,材料營收不是不錯 怎麼會??,,06/07 10:17,neutral,null
906,1606,ARROW,Lukaku,技嘉買在36,,06/07 10:17,positive,技嘉(2376)
907,1607,ARROW,smbtomas,藝術被洗出了...,,06/07 10:17,neutral,null
908,1608,ARROW,ak007,船就問各位一句 你要是領股息然後有超過30%要上繳,,06/07 10:18,neutral,null
909,1609,PUSH,Timberlake,噴噴噴,,06/07 10:18,neutral,null
910,1610,ARROW,Gyin,大盤這斜率月底就萬八了吧...,,06/07 10:18,positive,Market
911,1611,PUSH,dosiris,台股應該摸不到萬七了,,06/07 10:18,negative,Market
912,1612,ARROW,ak007,所得稅 你想領嗎？（還不知道會不會填息喔～呵,,06/07 10:18,neutral,null
913,1613,PUSH,BLUESKY101,https://i.imgur.com/3LhCbcm.png,,06/07 10:18,neutral,null
914,1614,PUSH,AGODC,看SP500長線走勢已經穩下來了，當然是要全力做多啊,,06/07 10:18,positive,SP500
915,1615,ARROW,BLUESKY101,這樣週k七月會修正嗎,,06/07 10:18,neutral,null
916,1616,PUSH,small91051,龍哥：主跌段真的來了？？？？？,,06/07 10:18,negative,null
917,1617,ARROW,AGODC,，這盤買股票賺美元定存賺買債利息賺，買什麼賺什麼,,06/07 10:18,positive,null
918,1618,PUSH,shreka,zackro 是喔 他倒是跟巨大美利達完全不同步XD,,06/07 10:19,neutral,巨大美利達
919,1619,ARROW,ASDF41514,正二500台股要多少點,,06/07 10:19,neutral,正二500台股
920,1620,ARROW,AGODC,，怎麼輸？,,06/07 10:19,neutral,null
921,1621,PUSH,November1992,槓 威剛賣完噴噴~.~,,06/07 10:19,neutral,null
922,1622,PUSH,sisishi,眾達好爛....,,06/07 10:19,negative,null
923,1623,PUSH,std410301,開獎營收都倒退怎麼辦哈哈,,06/07 10:19,negative,null
924,1624,BOO,Crushredkiss,一直逆價差的話 正二500台股不一定要漲去哪,,06/07 10:19,neutral,正二500台股
925,1625,ARROW,ptrpan,出貨兼結算,,06/07 10:19,neutral,null
926,1626,ARROW,guilty13,上曜集團的就不要問我了  我不喜歡這家公司,,06/07 10:19,negative,上曜集團
927,1627,PUSH,Cheng0810,gu大好 想請教3024這幾天怎麼看 交易量有變多 外資,,06/07 10:19,neutral,3024
928,1628,PUSH,pipit,請教FJ 大怎看2643,,06/07 10:19,neutral,2643
929,1629,PUSH,pearlQQ,正2 500台指會多少？,,06/07 10:19,neutral,台指
930,1630,PUSH,ethan0419,進多單壓大盤之術真的能用啊,,06/07 10:20,negative,Market
931,1631,ARROW,Cheng0810,持續買進,,06/07 10:20,positive,null
932,1632,PUSH,apolloapollo,出貨囉,,06/07 10:20,neutral,null
933,1633,PUSH,taker627,五月天概念股有夠噴,,06/07 10:20,positive,null
934,1634,ARROW,Crushredkiss,正二已經漲到大盤17500的位置了,,06/07 10:20,positive,Market
935,1635,PUSH,tomdavis,3661不是跌到1600以下嗎? 怎麼會賣太早?,,06/07 10:20,negative,3661
936,1636,PUSH,tsai18,熱門標的不玩 硬要玩些死魚股,,06/07 10:20,negative,null
937,1637,ARROW,RTX3080TI,https://i.imgur.com/WOd884i.jpg 快跑抓最後一個,,06/07 10:20,neutral,null
938,1638,ARROW,tsai18,這一波跟著投信壓就賺爛了吧,,06/07 10:20,positive,Market
939,1639,ARROW,DAEVA,大家都在狂歡 只有自己薯條加大,,06/07 10:20,neutral,null
940,1640,PUSH,zxcv12300,出貨拉,,06/07 10:21,negative,null
941,1641,PUSH,dosiris,乾 緯創買在70.5 唉 又犯GG買在680的錯了,,06/07 10:21,negative,緯創
942,1642,BOO,call5566me,崩潰  995885,,06/07 10:21,negative,995885
943,1643,PUSH,scum5566,中興電被倒500多張,,06/07 10:21,negative,中興電
944,1644,PUSH,chalon,加碼5536..gogo,,06/07 10:21,positive,5536
945,1645,PUSH,Gyin,正二至少要去比含息的報酬指數不是加權指數,,06/07 10:21,neutral,null
946,1646,PUSH,dethes,三陽好像就是破不了100，這兩天都是開高走低，不太,,06/07 10:21,negative,三陽
947,1647,PUSH,SeaForest,https://i.imgur.com/K0y79UU.jpg,,06/07 10:21,neutral,null
948,1648,ARROW,kilik0960,聯詠加油 跟上群聯的漲幅吧,,06/07 10:21,positive,聯詠
949,1649,ARROW,dethes,妙的感覺,,06/07 10:21,neutral,null
950,1650,PUSH,jenny416413,緯創還有人玩？,,06/07 10:22,neutral,緯創
951,1651,PUSH,pttstock,鬼指...,,06/07 10:22,neutral,null
952,1652,BOO,RenXian,https://i.imgur.com/DeHNFZd.jpg。來啊 嘎我啊,,06/07 10:22,neutral,null
953,1653,PUSH,richardc277,99 5885,,06/07 10:22,neutral,null
954,1654,ARROW,goodjop,GU也懂上曜?,,06/07 10:22,neutral,null
955,1655,ARROW,guilty13,3024這種的也不需要盯阿 就是等吧 沒其他步數了,,06/07 10:22,neutral,3024
956,1656,PUSH,gtaped05550,小漲100點 大跌30點,,06/07 10:22,neutral,null
957,1657,ARROW,richardc277,不要不講股德啊,,06/07 10:22,neutral,null
958,1658,PUSH,tomdavis,緯創沒看到什麼重大籌碼變化就捏著囉 漲到年底,,06/07 10:22,positive,緯創
959,1659,PUSH,Cheng0810,沒問題 謝謝Gu大,,06/07 10:22,neutral,null
960,1660,ARROW,blue1204,重電掰掰,,06/07 10:22,negative,重電
961,1661,PUSH,barry841120,滿手設備股 好舒服,,06/07 10:22,positive,null
962,1662,ARROW,game36919,日經轉折訊號到了，全力空日經,,06/07 10:23,negative,日經
963,1663,ARROW,pttstock,這種盤很恐怖 追啥套啥 越套越多 好像卍八 :),,06/07 10:23,negative,null
964,1664,PUSH,tigerzz3,廣達要撞了?,,06/07 10:23,negative,廣達
965,1665,PUSH,narf,緯創好像沒熱度了，之後營收好的話應該還會有一波吧,,06/07 10:23,neutral,緯創
966,1666,ARROW,guilty13,人家一買買一年幾億在那邊 你買幾張的是在擔心什麼,,06/07 10:23,neutral,null
967,1667,PUSH,speady,三陽要宰沖仔了,,06/07 10:23,negative,三陽
968,1668,PUSH,nigatsuki,2206應該不會有人在壓注意吧...= =,,06/07 10:23,neutral,2206
969,1669,PUSH,VVVV5555,崩盤了欸……,,06/07 10:23,negative,Market
970,1670,BOO,Crushredkiss,等等就上16900了 我空手沒看過大盤不漲的,,06/07 10:23,negative,Market
971,1671,PUSH,dosiris,本來想說股東會前還有肉 結果套在山頂,,06/07 10:23,negative,null
972,1672,PUSH,taker627,漲成這樣剩什麼題材沒噴到 面板？被套元件？,,06/07 10:24,negative,null
973,1673,BOO,stanleyplus,AAAAAAAAAAAAAAA,,06/07 10:24,neutral,null
974,1674,ARROW,WEYNI,工兵被擊沈,,06/07 10:24,negative,null
975,1675,PUSH,King5566,AAAAAAAAA,,06/07 10:24,neutral,null
976,1676,BOO,zaqqaz,VVVVVVVVVVVVVVVVVVVVVVVV,,06/07 10:24,neutral,null
977,1677,PUSH,cheedo,三陽多軍潰敗 設的防線賣壓重 短期可能回檔,,06/07 10:24,negative,三陽
978,1678,PUSH,winxp999,99嘎尾老蘇的綠船…,,06/07 10:24,neutral,null
979,1679,PUSH,momo5426mo,哲哲看好 增加存摺,,06/07 10:24,positive,null
980,1680,PUSH,herrowui,神轎終於下山了,,06/07 10:24,neutral,null
981,1681,PUSH,tomdavis,3017 奇鋐主力錢太多 在日線圖畫中指XD,,06/07 10:24,positive,3017 奇鋐
982,1682,PUSH,barry841120,剩什麼沒噴到 就喘慘股XD,,06/07 10:24,negative,null
983,1683,PUSH,ak007,你持股最慘的就是 大盤拉上去沒漲 還不砍 現在大盤,,06/07 10:24,negative,Market
984,1684,ARROW,ptrpan,漲不上去或是跌不下去的要小心了~,,06/07 10:24,neutral,null
985,1685,ARROW,Crushredkiss,最後上車機會!,,06/07 10:24,positive,null
986,1686,ARROW,ak007,下來 馬上跌 就是在說你 死鳥we,,06/07 10:24,negative,null
987,1687,ARROW,appledick,AI三雄該噴了吧 根本殺不下去 吃貨吃飽了吧,,06/07 10:24,negative,null
988,1688,ARROW,dosiris,難怪一堆人開盤紅的也不敢買 買了就套阿,,06/07 10:24,negative,Market
989,1689,PUSH,addy7533967,水手：咕嚕咕嚕,,06/07 10:25,neutral,null
990,1690,PUSH,f204137,A到快萬7了 還在aa叫...,,06/07 10:25,neutral,null
991,1691,PUSH,scum5566,https://imgur.com/gCyUoZV,,06/07 10:25,neutral,null
992,1692,PUSH,BLUESKY101,https://i.imgur.com/cfe1Ix1.png,,06/07 10:25,neutral,null
993,1693,PUSH,bleach06bb,3081就殺昨天那根…？,,06/07 10:25,neutral,3081
994,1694,ARROW,BLUESKY101,早上多單先入袋囉 獲利先去買現股,,06/07 10:25,positive,null
995,1695,PUSH,nigatsuki,好好笑觀察股居然超過四支是黃的,,06/07 10:25,neutral,null
996,1696,ARROW,addy7533967,航運...三色豆,,06/07 10:25,neutral,航運
997,1697,ARROW,appledick,投信AI賺爛了 去年賠的應該都賺回來了,,06/07 10:25,positive,null
998,1698,ARROW,tomdavis,昇佳 透支長太神拉 會員買400 粉絲買300!!!,,06/07 10:25,positive,昇佳
999,1699,PUSH,gtaped05550,我以爲精英空軍都空16860,,06/07 10:25,neutral,null
1000,1700,ARROW,WEYNI,聯亞昨天的黑棒棒要被吃光光了,,06/07 10:25,negative,聯亞股份
1001,1701,PUSH,CaTkinGG,定存完沒錢買股了QQ,,06/07 10:25,negative,null
1002,1702,PUSH,apolloapollo,無限的空,,06/07 10:26,neutral,null
1003,1703,ARROW,guilty13,殺到萬五五百點的時候 又有幾個敢買股票,,06/07 10:26,negative,Market
1004,1704,PUSH,a70327cow,Fj有看00665L嗎,,06/07 10:26,neutral,00665L
